tweet_id,name,screen_name,retweet_count,text,created_at,favourite_count,hashtags,status_count,location,source_device
1485764336547254282,Edouble D,EdoubleD8,0,"@KarenAs94199445 @CaptCajun1776 @BetoORourke Destroy, so you enjoy living in an American state that treats it's citizens like their in Afghanistan okay",2022-01-24 23:59:56+00:00,0,[],4306,,Twitter for Android
1485764322601029632,NgaQ,NgaQ15,0,"@JenGriffinFNC No worries! This administration has a plan, just like they had for Afghanistan. Have faith! The ""pro politicians"" are in charge!",2022-01-24 23:59:53+00:00,0,[],39,,Twitter for Android
1485764312916496386,Dibbie,Dibbie14,0,@brendanhughes64 And the children of Afghanistan die of hunger as we worry about jokes and trees! God help us!!,2022-01-24 23:59:51+00:00,0,[],54,,Twitter for Android
1485764298987257862,Johnny Llieno,JohnnyLlieno,0,@Potus @StateDept America is about to learn what a #War with #Russia and #China at the same time looks like. We had TWO DECADES to win in the hillbilly land of  Afghanistan and we lost. Wait until our sanctions are meaningless against  them and; our guns are swatted out of our hands,2022-01-24 23:59:47+00:00,0,"[{'text': 'War', 'indices': [51, 55]}, {'text': 'Russia', 'indices': [61, 68]}, {'text': 'China', 'indices': [73, 79]}]",290,,Twitter Web App
1485764286333227009,Mama Segs,MilwaukeeKate,0,Putin picked a good time to invade Ukraine because he knows the US just got out of a 20 yr war with Afghanistan. Puts Biden in a tough position.,2022-01-24 23:59:44+00:00,0,[],44732,,Twitter for iPhone
1485764234101374979,nitrotech1000,nitrotech1000,0,@AesPolitics For his crimes in Ukraine that are on tape. Probably for Afghanistan but im not sure if incompetent is impeachable  Definitely for the 10% he gets from Hunters deals to betray us .,2022-01-24 23:59:32+00:00,0,[],669,,Twitter Web App
1485764221652635649,"Turner D, RPh 🌊🐊💉💉💉",SaveDem79589185,0,"@GonzoBNW1984 @Dan_Winiarski @jayjadeja @snark_land @brianstelter So are you mad at Afghanistan withdrawal or mad at unjustified wars. You guys are really hard to track. And yes, I support opposing Putin's empire building, just as I would've opposed Hitler invading Poland in 1936. Small things spiral.",2022-01-24 23:59:29+00:00,1,[],16569,,Twitter for Android
1485764205856935936,Atrocitus,guygardner26,0,"@BonginoReport @dbongino what else do you expect, he left Americans behind in Afghanistan and acted like the entire thing went off without a hitch.",2022-01-24 23:59:25+00:00,0,[],643,,Twitter Web App
1485764197157900288,Gerald Carlin,GeraldCarlin6,0,"@tonyseig @BethFlk15 @LinkFighterOG @WhiteHouse 7 years, you think with today's economy,  the disaster withdrawal from Afghanistan, the moronic approach to Russia any intelligent American will vote for Biden again. What a joke!",2022-01-24 23:59:23+00:00,1,[],328,,Twitter for Android
1485764144980795396,打击美帝国主义！反对社会帝国主义！ ✊🏾📕 🔥🌽🔥🥭,yungblackmaoist,0,"They got yeeted out of Afghanistan, now they’re bored",2022-01-24 23:59:10+00:00,3,[],27587,,Twitter for iPhone
1485764124168450048,S,yungsstvn,0,@no_itsmyturn They didn’t learn from Afghanistan I guess,2022-01-24 23:59:06+00:00,0,[],155,,Twitter for iPhone
1485764100668137474,M hadi sultani,MahnazSultani,0,"More then Half population of Afghanistan is made of Women and there is no right for Women in Taliban's Rule! Please do not make a decision that harms Women, Children and the rest population of Afghanistan!  #SanctionTaliban",2022-01-24 23:59:00+00:00,0,"[{'text': 'SanctionTaliban', 'indices': [207, 223]}]",1558,,Twitter for Android
1485764033793904640,Steven Hamlin,northstarman321,1,Incase you never knew that Starlin was Russian Socialist Democrat! The one party system in Russia The same Democrats are in them USA now. Biden needs to leave he did exactly as a  Russian socialist in Afghanistan departure cold and murderest. Same way he got rid Military,2022-01-24 23:58:44+00:00,0,[],8241,,Twitter for Android
1485764032468766720,M hadi sultani,MahnazSultani,0,if you accept them as a legal government then you will not only witness but also be count as part of a huge tragedy in Afghanistan!  #SanctionTaliban,2022-01-24 23:58:44+00:00,0,"[{'text': 'SanctionTaliban', 'indices': [133, 149]}]",1558,,Twitter for Android
1485763993889538048,Jodi Walters,moffeejw,0,@TheBabylonBee Now there's a great idea but they'll need all that equipment we left in Afghanistan ,2022-01-24 23:58:34+00:00,1,[],145,,Twitter for Android
1485763986968752132,Pamela J Pittman,pamelaj13,0,"@nolafan76 @townhallcom @redsteeze Truths such as: “I will Unite the country, I will shut down the virus not the economy, No chance Afghanistan will look like Vietnam, I will Not leave Americans behind, BBB is free, We saved Xmas and; fixed the supply chain, was a truck driver, civil rights activist, etc.”??",2022-01-24 23:58:33+00:00,3,[],1173,,Twitter for iPhone
1485763979301560321,Noor Bashardoost,NoorBashardoost,0,"The Norway Foreign Minister says that he was not aware of Anas Haqqani's trip to Norway, Very nonsense and shameful words for the foreign minister of a country, I think the Norway Foreign Minister thinks the people of the world, especially the people of Afghanistan, are stupid!",2022-01-24 23:58:31+00:00,1,[],2676,,Twitter for Android
1485763853631639552,Bryan,BryanOnStock,0,@BoatMadeOScotch Im not a expert and neutral when it comes to politics but you forgot that Trump freed Taliban leader from prison and he took back control of Afghanistan?,2022-01-24 23:58:01+00:00,0,[],718,,Twitter for iPhone
1485763828730183681,Corrine Hanson,corrinehhanson,0,We still have people stranded in Afghanistan.,2022-01-24 23:57:55+00:00,0,[],16289,,Twitter Web App
1485763782941220868,Danno,Danno07849867,0,@RobertBodine5 @HollyWoodStarR9 @RSBNetwork Yes trump wanted to take the soldiers out of Afghanistan but was ousted from the presidency before he could..then biden did it and completely stuffed it up leaving weapons and armoured vehicles behind for the Taliban among other issues..biden stuffed up not trump mate!,2022-01-24 23:57:44+00:00,0,[],187,,Twitter for Android
1485763694625583104,Salarian,Dark_Salarian,0,@robertpatrickT2 You don't suck. It was awesome meeting you in Afghanistan along with all your Unit co-stars.,2022-01-24 23:57:23+00:00,0,[],3343,,Twitter Web App
1485763598076891137,Jeremy Besse,sundeviljeremy,0,@GaydosAndChad trump sent mean tweets and you laid into him every time. Biden sends troops to their death like in Afghanistan and you give out a pass. Time for chad and …,2022-01-24 23:57:00+00:00,0,[],856,,Twitter for iPhone
1485763575159435264,Raheel,009barca,0,"@rabia_ejaz I think now only Iran and Afghanistan have forced hijab laws, every other country has repealed it. Though, Pakistan has other more notorious laws",2022-01-24 23:56:55+00:00,1,[],59079,,Twitter for iPhone
1485763570495332353,DPentony,dpento01,0,"@orwell4ever @donlav Nonsense assessment. The USA has thousands of nukes too, hypothetically if they launched one, there would be an equal retaliation. Russia lost in Afghanistan too btw. Although why one would cheerfully fantasize about Russia emerging victorious in a WW3 nuke war, I don’t know.",2022-01-24 23:56:54+00:00,0,[],16124,,Twitter for iPhone
1485763557333606400,usndan505,usndan505,1,"#WarmongerJoe wants a war so Americans will forget about Afghanistan, Inflation, and how unstable he is.",2022-01-24 23:56:50+00:00,2,"[{'text': 'WarmongerJoe', 'indices': [0, 13]}]",8806,,Twitter for iPhone
1485763475918008320,bob,BobDxbcmbeh,0,"@MiaMcCall18 @VviewSsonicMair There are historical links between Russia and Belarus that predate its independence .. not to excuse the dictatorial leader in place since 1994.. but is it much different from US relationship with say Saudi Arabia or Egypt and US invasion into Iraq, Afghanistan or Syria",2022-01-24 23:56:31+00:00,0,[],4862,,Twitter for Android
1485763417331810305,Pasha,jabU_Free,0,"@ckellyofd @Marylou14099916 He's already said we can't get them out. Although, they're not going to be hacked to death or burned like Afghanistan",2022-01-24 23:56:17+00:00,1,[],3699,,Twitter for Android
1485763369806172162,GIZΛDӨG,GizaDog,0,"America did so well fighting caveman in Afghanistan, so now we should go fight the Russians to see how that turns out.",2022-01-24 23:56:06+00:00,2,[],33766,,Twitter for iPhone
1485763369692917761,Crime Champ Nelly,LateNightNelly,1,What happened to that conspiracy theory from like 2005 that the military had a gay bomb they were going to drop on Afghanistan and make all the jihad fighters kts,2022-01-24 23:56:06+00:00,6,[],18034,,Twitter for iPhone
1485763329738129411,mariasopot,mariasopot1,0,"@AnnykaV @MonicaCrowley @JackPosobiec Reminder: 1,200 non-US troops died in Afghanistan following the 9/11 WTC attack in your country",2022-01-24 23:55:56+00:00,0,[],3806,,Twitter Web App
1485763254685159435,Joy Sequeira🌎,JupiterWisdom,0,@ForeignAffairs It's Pakistan who controls Afghanistan!,2022-01-24 23:55:38+00:00,0,[],3612,,Twitter for Android
1485763212897361923,Rxvxl375,rxvxl375,0,"@WytChocTweets @jakelodion @cnni Yea ik kinda out of context, but lets not act like America is always the good guy and then im not only talking about ww2 but generally for example in ww2 the Americans did also commit atrocities and also during the Irak war and the Afghanistan war.",2022-01-24 23:55:28+00:00,0,[],9,,Twitter for iPhone
1485763148950900736,Nathan🇺🇲🇨🇳🖖,Nate_in_China,0,"Jesus Christ. Can we please not get involved? 20 years in Afghanistan, fighting an that had nothing, and we replaced the Taliban with the Taliban.",2022-01-24 23:55:13+00:00,0,[],1049,,Twitter Web App
1485763123986550784,BG,SS_BGMaxo,0,Chaos in Afghanistan leaves Russia open to covert NATO attacks from the region.... essentially anybody with money could come in and start asymmetrical warfare ( Nation State vs a private Organization)...  why would Putin let that slide... smh business is War... this is a game..,2022-01-24 23:55:07+00:00,0,[],76094,,Twitter Web App
1485763115241324546,Kym - A Highly Censored Female Conservative 🇺🇸,MAGA20205,2,Whoever is guiding FJB doesn’t know what the hell they are doing - putting American soldiers in harms way! They completely screwed up leaving Afghanistan and now they are putting soldiers lives in danger! FJB   #Whoisbehindthecurtain #Whoisincharge #OBiden,2022-01-24 23:55:05+00:00,3,"[{'text': 'Whoisbehindthecurtain', 'indices': [212, 234]}, {'text': 'Whoisincharge', 'indices': [235, 249]}, {'text': 'OBiden', 'indices': [250, 257]}]",6102,,Twitter for iPhone
1485763113899204608,Toomer,MagnoliaToomer,0,"@FreeThinker2125 She’s not even worth arguing with. If she’s gonna act like what we saw in the Afghanistan exit was acceptable, you’re wasting your time!",2022-01-24 23:55:05+00:00,0,[],7534,,Twitter for iPhone
1485763066222501890,Julia Towe,ToweJulia,0,"@wyffnews4 This is why, in part, we pulled out of Afghanistan when we did. Intell was showing a more dire situation, elsewhere.",2022-01-24 23:54:53+00:00,0,[],12356,,Twitter Web App
1485763066214105089,Qudratullah,QudratNeazi,0,"@ashoswai For the US it is all only talk for now professor, after there defeat in Afghanistan it took Russia almost 20 years to start again, it will take the US probably double that time. Gladly we won't be seeing any US war and invasion in the near future.",2022-01-24 23:54:53+00:00,2,[],5439,,Twitter for Android
1485763028238970886,سام,fullllmoo,0,"@nettles_norris @HardlyTimes @USArmy Iraq - Afghanistan - Vietnam, countries with oil, gas, coal, gold, copper, and many more America is smart when it comes to theft.",2022-01-24 23:54:44+00:00,4,[],30,,Twitter for iPhone
1485762920520822785,Claire,Claire07216717,0,"@GOP At least he was not on the golf course while americans were dieing in record numbers never seen before. Biden had the knowledge that when somewhere is a hot spot and could be a danger to americans, you get them out first. Unlike Trump who handed Afghanistan to terriost first.",2022-01-24 23:54:19+00:00,0,[],9249,,Twitter for Android
1485762855249002497,JBconnected,BconnectedJ,0,"@TheRobertPWills @minden_c Biden lost the border in 2 days,  oil and gas in 1 month, supply chains in 6 months, Afghanistan in 8, and the stock market in 1 year. And as that's not enough destruction already, he's about to take us into war with another country. But yeah, no mean tweets.",2022-01-24 23:54:03+00:00,1,[],3066,,Twitter for iPhone
1485762851159650308,Simply,SimpleWanker,0,@bibebananajam @DrEricDing @ArisKatzourakis Only two polio-endemic countries (nations that have never interrupted the transmission of wild poliovirus) remain—Afghanistan and Pakistan. - CDC,2022-01-24 23:54:02+00:00,0,[],797,,Twitter Web App
1485762837662343169,Delia Emmons,dremmons,0,".A question for @POTUS and ""his people:"" wouldn't all that equipment we left in Afghanistan come in handy now? Oh, silly me! It's OPM (Other People's Money.) That would be mine and yours. #Russia #Ukraine",2022-01-24 23:53:59+00:00,0,"[{'text': 'Russia', 'indices': [188, 195]}, {'text': 'Ukraine', 'indices': [196, 204]}]",4439,,Twitter for Android
1485762836836065280,'On The Level' with Shawn Waugh,RealOnTheLevel,2,The same coaches that called the plays in Afghanistan are now ready to go against Russia with a similar playbook.   It would be a similar outcome.,2022-01-24 23:53:59+00:00,6,[],3075,,Twitter for Android
1485762819693981698,M. S. Harford,drscot51,0,Have I got this right? We got out of Afghanistan because we “weren’t going to fight wars for other countries” and we did it in a tuck tail manner leaving hundreds if not thousands behind. Now we have 8500 poised to enter Ukraine to fight Russia? Maybe all just observers?,2022-01-24 23:53:55+00:00,0,[],5888,,Twitter for Mac
1485762809614852097,Gary Bartel,gbartel0527,0,The Biden Administration:    1. Americans left behind in Afghanistan with no idea how to get them out.    2. Americans left behind in Kyiv and no idea how to save them  A worthless Administration that its own ego prevents thinking of what to do.,2022-01-24 23:53:52+00:00,0,[],4179,,Twitter Web App
1485762770872197122,Big Cabbage,varza_mare,0,@Iraqveteran8888 How well has all this technology worked out in Afghanistan and Iraq?,2022-01-24 23:53:43+00:00,1,[],4641,,Twitter for iPhone
1485762683672616964,William,William55376326,0,@jteet21 @TheEliKlein But you should definitely listen to Joe Biden and maybe go to Afghanistan to see if you can get a ride home.,2022-01-24 23:53:22+00:00,0,[],224,,Twitter Web App
1485762672633290761,Darioush/Sameer,Sam86314818,0,"@Shahgul_Rezaie Only solution Federal state or Decentralization nothing else works in afghanistan, look back at history of Afghanistan.",2022-01-24 23:53:19+00:00,1,[],5985,,Twitter for Android
1485762664999628807,Green_Leaf_1887,1887GreenLeaf,0,@KareemS85056952 How can any Afghan from the diaspora community follow this woman? Many of them engage with her and retweet her tweets. No Afghan from Afghanistan would embrace her. She is a nutcase. I agree with one thing you said. Afghan diasporas opinion don't represent Afghans in .,2022-01-24 23:53:18+00:00,1,[],13024,,Twitter Web App
1485762640551026688,Dave,Magicman613,0,"@AaronParnas And now everyone is losing because of the idiots that voted Brandon as president. 401K crashing,prices of everything going through the roof empty shelves crisis at the border bumbling Afghanistan crisis that killed 13 American soldiers. Way to go voters!",2022-01-24 23:53:12+00:00,0,[],31301,,Twitter for iPhone
1485762631730352129,Tampa Animal Equity,AnimalTampa,0,e our first delivery of humanitarian aid in the manner of 30 tons of food to the starving people of Afghanistan.  Please share with your colleagues and friends.,2022-01-24 23:53:10+00:00,0,[],2,,Twitter Web App
1485762623710760960,Fenton Wright (Hines is the name that they gave me,Icetrey14,0,"@PnPCBC @Billbrowder Do you think Putin noticed the U.S and NATO cowards literally, not metaphorically, run away in the middle of the night from Afghanistan. Ha ha   Canadian Armed forces ""cutting and running"" from the Taliban, ""shows him that we're weak, """,2022-01-24 23:53:08+00:00,1,[],3146,,Twitter for Android
1485762613518770176,PΛULGΛƧM👾☄️,TheWailingPaul,0,The USA needs a new war now that we have left Afghanistan. Those bombs aren't going to drop themselves.,2022-01-24 23:53:05+00:00,0,[],7005,,Twitter Web App
1485762610381398020,Trumpian dog-mom,writerwithin44,0,So the state dept is getting the employees out before they give a chance for the american citizens in Ukraine to get out. This sounds like Afghanistan all over again.,2022-01-24 23:53:05+00:00,0,[],15283,,Twitter Web App
1485762594694696960,Devin Nunes' Fainting Goat 🐐,nunes_goat,0,"@fakenewsdetect3 @EvilMopacATX So you’re glad we are out of Afghanistan, too?  Glad we agree on that.",2022-01-24 23:53:01+00:00,1,[],34638,,Twitter for iPhone
1485762580098719745,Philip Atkinson,PhilipA29893172,0,"@michael47818552 Andrew Hastie once again says he's proud to have served his country, in a pointless, wasteful and costly war in Afghanistan.",2022-01-24 23:52:57+00:00,0,[],47,,Twitter Web App
1485762568652476417,Francis Mahoney,FrancisMahoney3,1,"@brianstelter What I think is ""stupid"" is withdrawing U.S. forces from Afghanistan and; leaving U.S. personel and; equipment behind, ending construction of the border wall and; stoping construction of the XL Pipeline which made U.S. energy dependent. We have 3 years to go with Biden. May God bless us.",2022-01-24 23:52:55+00:00,1,[],24699,,Twitter for Android
1485762557830963211,leo@karma,leojaimeparis,0,"@NoThreat4 @Yamiche Yes, he could do better at the border, he could do better in fighting crime in the major cities, he could have done better in Afghanistan many people die and are still dying because of his mistakes, he could have done better with covid, looks like he’s starting a war with Russia",2022-01-24 23:52:52+00:00,0,[],98,,Twitter for iPhone
1485762532660948994,US Citizen,USCitiz18092992,0,"@trish_regan America will never forgive him for the 13 new gold star families that he has already made in Afghanistan,  not to mention the 20 others that lost limbs and are still recovering",2022-01-24 23:52:46+00:00,0,[],152,,Twitter for Android
1485762527782912006,Tampa Animal Equity,AnimalTampa,0,"DONATE NOW Ongoing Refugee Evacuation and; Humanitarian Assistance  As Veteran Sheepdogs of America continues to fight through the Afghan bureaucracy to get the contract working dogs out, we have been able to rescue personnel from Afghanistan.  We now have the opportunity to provid",2022-01-24 23:52:45+00:00,0,[],2,,Twitter Web App
1485762516005261312,Mustafa Shah,Mustafa_Shah7,0,@Adorable789 Sadly Islamism has almost taken over my country of origin Pakistan thanks to the politics of general Zia. What happened to Afghanistan after 20 years of some progress is really sad and heartbreaking. I feel your pain.,2022-01-24 23:52:42+00:00,1,[],2195,,Twitter for iPhone
1485762496401182721,Darioush/Sameer,Sam86314818,0,"@arifrahmanii Only solution Federal state or Decentralization nothing else works in afghanistan, look back at history of Afghanistan.",2022-01-24 23:52:37+00:00,0,[],5985,,Twitter for Android
1485762456723103749,BG,SS_BGMaxo,0,Nobody wants War over Ukraine but the globalists... that shxt is part of the USSR...  Biden did this when he pulled out of Afghanistan... look at a map... Afghanistan borders you guessed it Iran you fool... a Russian ally that Israel is trying to invade...,2022-01-24 23:52:28+00:00,0,[],76094,,Twitter Web App
1485762401907589121,Sammy Sweet,SammySweet,0,"@BruceHuxley @Graboidhunter69 @Julio_Rosas11 @greg_price11 Annoyed that a reporter DARE ask a question about highest inflation since 1982? If Biden can’t handle that, then he needs to step down lol. No wonder he f*cked up Afghanistan and is primed to f*ck up Ukraine too.",2022-01-24 23:52:15+00:00,1,[],3289,,Twitter for iPhone
1485762366516125699,Señor Jorge,mgeorge84,0,@JackPosobiec Learn from the last cycle Covid   Afghanistan debacle   Covid   Russia vs Ukraine   Covid   TBD,2022-01-24 23:52:06+00:00,3,[],2268,,Twitter for iPhone
1485762358005972992,⚔️SEERA ➡️🔜(DELHI 908km)🔚⚔️ IA🦁,offense_03,1,@cjwerleman Bro stop him from the propaganda against islam he is doing so bad thing this days in his space. He is Defaming islam and Pakistan and Afghanistan.,2022-01-24 23:52:04+00:00,5,[],1118,,Twitter for Android
1485762350808547333,Suhail,Suhail51639090,0,"@DanNewcomb1 @ShariahAdvocate @Acts17David Well seeing as the war was in Afghanistan, but none of them were from Afghanistan is strange. The fact that one of the dead people turned out be alive in Saudi Arabia. The fact that multiple USA experts believe it was an inside job etc.  Stupid question tbh",2022-01-24 23:52:03+00:00,1,[],3511,,Twitter for Android
1485762328490438656,狼曜曜,LangYaoYao,0,"@bktraxi @CRECofficial You can learn about the Belt and Road Initiative proposed by General Secretary Xi Jinping, instead of pointing fingers here. If so, why doesn't the United States help Afghanistan and other countries in the Middle East restore social stability?",2022-01-24 23:51:57+00:00,0,[],7,,Twitter for Android
1485762289479434244,Sheldon,IISheldonII,0,"@ItsMeThaler @notesfromohio @Solidarity_Star Also allied with warlords, who owned child sex slaves, in Afghanistan to fight against the Taliban.",2022-01-24 23:51:48+00:00,3,[],30622,,Twitter for iPhone
1485762252535910404,MAGAKAT America First,kat13621456,0,#Ukraine #Afghanistan I sense another #Bidendebacle,2022-01-24 23:51:39+00:00,0,"[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Afghanistan', 'indices': [9, 21]}, {'text': 'Bidendebacle', 'indices': [38, 51]}]",9884,,Twitter for iPhone
1485762221129052161,Jackie Stonitsch,JackieStonitsc2,0,"@OkieStateFan12 What about he thousands of our Troops were sent into SYRIA????, Another Afghanistan failure Bidens doing!!!",2022-01-24 23:51:32+00:00,0,[],322,,Twitter for iPhone
1485762178573484033,We all scream for Zeiscream 🏴󠁧󠁢󠁳󠁣󠁴󠁿,hippy_z,0,"I think, if we ever want war to end, we need to give every western military official a fidget spinner. Now that we are out of Afghanistan, without distraction, these men will kill us all.  #tytlive",2022-01-24 23:51:22+00:00,1,"[{'text': 'tytlive', 'indices': [189, 197]}]",11118,,Twitter for Android
1485762153789509633,Dana James,DanaJam34836071,0,@POTUS 8500 troops..... Who could have guessed..... That's right.... Anyone with half a brain said that this would be the outcome of withdrawing from Afghanistan the way we did. ,2022-01-24 23:51:16+00:00,2,[],2007,,Twitter Web App
1485762144671088641,Hunting Wolf In PA🍊,SlayerWolf11,0,"@Rebduck @annierrobins @sethpetersonla @CorkyChris1 @Tee62253 @not_nachos @Gingy4Usa @Ftrr6Frye @FoxNews No new wars under Trump. Biden gives Putin a gas line and a green light to invade. Biden botched Afghanistan, killed 13. And is now going to send troops to secure Ukraine's borders while ours in wide open. Biden is Putins puppet",2022-01-24 23:51:14+00:00,3,[],24265,,Twitter Web App
1485762120453136386,Kyng,KebabsRLyf,0,"@sahouraxo To add to it is the sanctioning and support of Taliban as ""leaders"" and a ""recognized govt"" of Afghanistan. They only been calling them a terrorist group for the last 20-30 years",2022-01-24 23:51:08+00:00,1,[],4365,,Twitter for Android
1485762067739123714,Dan Pembic,DPembic,0,"@laurenboebert Was Erik Prince's army for hire ""the plan"" for Afghanistan?",2022-01-24 23:50:55+00:00,0,[],13228,,Twitter Web App
1485762054514298881,Michele ⚜️ Rousseau,MicheleRoussea7,1,Don’t be surprised if Ukraine fails economically due to US serial warmongering without Russia moving one tank. Why does our government insist on these foolish foreign policy moves? ( see Afghanistan etc.) We’ll be lucky to not start a real war.,2022-01-24 23:50:52+00:00,2,[],3532,,Twitter for iPad
1485761995605307393,Gary,Gary49148971,0,"@GOP What the GQP plan spend another 20 years in Afghanistan, wasn't it Trump that made the deal with the Terrorist Tilaban!!! Takes a Terrorist to know one..",2022-01-24 23:50:38+00:00,0,[],17209,,Twitter for Android
1485761992463896580,Robert Patrick Wills (3),TheRobertPWills,0,@IRaigothI He pulled the troops out of Iraq and Afghanistan was also getting brought down to no troops. Both crap holes I've spent too much time in.  Bloomberg has a begrudging article about our energy situation under D.J.T.  And it was nice that N.Korea was behaving better.,2022-01-24 23:50:37+00:00,0,[],1393,,Twitter Web App
1485761991574798339,MICHELE HABER,MHABER13,1,"Biden - worst President ever , young lives potentially  to be killed . Had 4 years of PEACE under Trump . and; look what he did in Afghanistan- an embarrassment !!!",2022-01-24 23:50:37+00:00,1,[],16151,,Twitter Web App
1485761988428976129,🇺🇸 We The People of the United States 🇺🇸,ChuckWails,1,Do we have to evacuate US citizens from Ukraine? Hope not since Afghanistan went so well,2022-01-24 23:50:36+00:00,4,[],34551,,Twitter for iPhone
1485761961816215553,J-Jan,JCloud007,0,@washingtonpost Did Biden’s Gov have same attention in its failure in Afghanistan and; promoting Islamic extremism… Talibans..,2022-01-24 23:50:30+00:00,0,[],1947,,Twitter for iPhone
1485761957009317890,Lets Go Brandon!,SaigonBiden,0,@clarkshann @GoodDogEmmie @CaliforniaPanda Ya I made it after Biden left Americans behind enemy lines in Afghanistan,2022-01-24 23:50:29+00:00,0,[],1257,,Twitter for iPhone
1485761950780903426,NC Momma,KettleCorn1234,1,"@techstoa #NotMyPresident inflation, war, Afghanistan, illegals, gas prices through the roof, energy dependence.",2022-01-24 23:50:27+00:00,0,"[{'text': 'NotMyPresident', 'indices': [10, 25]}]",158346,,Twitter for iPhone
1485761946775433222,Seva,SevaUT,6,"it’s easy for non-russians to forget how much the Soviet occupation of Afghanistan further undermined public trust in the regime. the memory of that blunder is still on the minds of the leaders, not to mention the older generation on whose support putin relies",2022-01-24 23:50:26+00:00,90,[],25611,,Twitter Web App
1485761920728715268,J-Jan,JCloud007,0,@AP Did Biden’s Gov have same attention in its failure in Afghanistan and; promoting Islamic extremism… Talibans..,2022-01-24 23:50:20+00:00,0,[],1947,,Twitter for iPhone
1485761882526994432,J-Jan,JCloud007,0,@nytimes Did Biden’s Gov have same attention in its failure in Afghanistan and; promoting Islamic extremism… Talibans..,2022-01-24 23:50:11+00:00,0,[],1947,,Twitter for iPhone
1485761841993293825,J-Jan,JCloud007,0,@cnnbrk Did Biden’s Gov have same attention in its failure in Afghanistan and; promoting Islamic extremism… Talibans..,2022-01-24 23:50:01+00:00,0,[],1947,,Twitter for iPhone
1485761836829921280,Mattias Dahlstrom,mattiasdahlpoli,0,@DeanoBeano1 It’s very clear that the US and UK want Russia to get bogged down in Ukraine as a new Vietnam/Afghanistan/Chechnya where the light AT weapons and stingers can be a real pain for the occupying Russian forces. Glory days of Red Dawn and the forest brothers.,2022-01-24 23:50:00+00:00,3,[],57090,,Twitter for iPhone
1485761719678947338,J-Jan,JCloud007,0,@POTUS Did Biden’s Gov have same attention in its failure in Afghanistan and; promoting Islamic extremism… Talibans..,2022-01-24 23:49:32+00:00,0,[],1947,,Twitter for iPhone
1485761717577695238,Darker Design,Darkerdesigns66,0,"@TheBlackKristy1 @Jessica_shtebs Bin Laden yes, Taliban no. What became the Taliban ran into Pakistan when the Soviets invaded and left others to fight (The Northern Alliance). When Russia left and OBL decided we werent his friends anymore, the new Taliban reentered Afghanistan from Pakistan.",2022-01-24 23:49:32+00:00,0,[],46436,,Twitter Web App
1485761717464444934,kazemi🇦🇫,MohKazemi1993,0,"@GermanSRAP @AnasHaqqani313 is among Taliban delegation you are talking about human rights issues with. He is directly engage in murder of thousands lives in Afghanistan in particular the bombing attack on @GermanyinAFG in May 31,2017 #arrestAnasHaqqani",2022-01-24 23:49:32+00:00,0,"[{'text': 'arrestAnasHaqqani', 'indices': [235, 253]}]",422,,Twitter for iPhone
1485761690130079744,LordBiden,BlutoHero,0,"@BadMuthabox @DineshDSouza Afghanistan, High Gas Prices, Inflation, supply chain shortages and Starting a war With Russia and China.",2022-01-24 23:49:25+00:00,2,[],2936,,Twitter Web App
1485761686342877184,Wiglaf Halcrow🐎🏹,HalcrowWiglaf,1,People will talk about how the Americans are evil for killing giants in Afghanistan and then say David is the good guy for killing Goliath.,2022-01-24 23:49:24+00:00,3,[],4063,,Twitter Web App
1485761680420356097,John Maguire,maguiregaa,0,@rjpark @WrecklessGamer @SamWoodrow15 Probally claim he got effected from his time in Afghanistan and he would never say these things now. But his arrogance is beyond the pale. In todays environment its impossible for him to survive. But he will dig and dig until he can djg no more.,2022-01-24 23:49:23+00:00,2,[],23604,,Twitter for Android
1485761642545782787,Reji Nath,RejinathR,0,"@WaitingOnBiden Lol, sure Putin timed the invasion based on Biden's poll number. Also, by the same logic, was he trying to tank his approval number by ending the war in Afghanistan?",2022-01-24 23:49:14+00:00,3,[],149782,,Twitter for Android
1485761631770583046,J-Jan,JCloud007,0,@BBCWorld Did Biden’s Gov have same attention in its failure in Afghanistan and; promoting Islamic extremism… Talibans..,2022-01-24 23:49:11+00:00,0,[],1947,,Twitter for iPhone
1485761630847705089,Bewa,Bewa13087295,0,"@EmmaMAshford @PeterBeinart A Russia integrated into the West was necessary to counterbalance the rise of China which was obvious even back in the 90s even if underestimated.  Bush screwed things up with Iraq and Afghanistan, but the situation was salvageable.  Obama made things worse with the pivot to Asia",2022-01-24 23:49:11+00:00,0,[],79,,Twitter Web App
1485761614380949504,Sean Brooks,SeanBrooks324,0,"@oooMONAooo Let's see.   Highest inflation I decades, 2x gas prices, Afghanistan, Ukraine, the boarder, more covid deaths, stopped stacking Covid tests, murders up 25%...  Yeah.  We are killing it.   Smh",2022-01-24 23:49:07+00:00,55,[],11005,,Twitter for Android
1485761592440545284,Testimoney,Testimoney18,0,"@nypost President Bush was attacked with his wife, Laura, WNY. Afghanistan war began.",2022-01-24 23:49:02+00:00,0,[],3408,,Twitter Web App
1485761580478439425,Showalter,Show2J,0,@RichardGrenell Afghanistan/Ukraine…..Next is Taiwan.   Pretty soon Putin will be adding missile silos in Cuba and Japan will be making another run at Hawaii.,2022-01-24 23:48:59+00:00,1,[],9146,,Twitter for iPhone
